hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,24,2016,April,16,11,1,3,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,108.5,0,1,Check-Out,2016-04-15
City Hotel,1,181,2016,May,19,5,2,4,2,0.0,0,BB,Germany,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,42,Transient,90.0,0,0,Canceled,2015-12-18
City Hotel,0,0,2015,September,37,11,0,2,0,0.0,0,BB,United Kingdom,Groups,Corporate,0,0,0,A,K,1,No Deposit,0,Transient,0.0,0,0,Check-Out,2015-09-13
City Hotel,0,3,2016,March,14,29,0,3,1,0.0,0,BB,Portugal,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,98.33,0,1,Check-Out,2016-04-01
City Hotel,1,12,2016,December,50,5,1,0,2,0.0,0,SC,Ireland,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,88.0,0,0,Canceled,2016-11-24
City Hotel,0,87,2017,May,18,4,0,3,2,0.0,0,BB,Australia,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,108.0,0,1,Check-Out,2017-05-07
Resort Hotel,1,43,2016,June,23,1,0,3,3,0.0,0,BB,United Kingdom,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,0,Transient,165.0,0,0,Canceled,2016-05-03
Resort Hotel,1,73,2017,February,7,17,1,2,2,0.0,0,BB,Portugal,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,40.0,0,0,Canceled,2017-02-01
City Hotel,0,92,2016,September,40,26,1,3,2,0.0,0,BB,Spain,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,102.68,0,0,Check-Out,2016-09-30
City Hotel,1,278,2015,July,30,22,0,2,2,0.0,0,BB,France,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient-Party,62.0,0,0,Canceled,2015-07-02
City Hotel,0,101,2017,March,9,1,0,3,2,0.0,0,SC,Spain,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,79.2,0,3,Check-Out,2017-03-04
City Hotel,0,96,2017,April,15,13,0,2,2,0.0,0,SC,Uruguay,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,108.0,0,2,Check-Out,2017-04-15
City Hotel,1,33,2015,December,50,9,0,2,2,0.0,0,BB,France,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,110.0,0,0,Canceled,2015-11-16
City Hotel,1,147,2017,August,34,21,1,2,2,0.0,0,BB,France,Direct,Direct,0,0,0,A,A,2,No Deposit,0,Transient,101.88,0,0,Canceled,2017-08-18
City Hotel,1,545,2017,January,1,5,0,2,2,0.0,0,BB,Portugal,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,62.0,0,0,Canceled,2015-10-21
City Hotel,0,64,2016,October,42,15,2,3,3,0.0,0,BB,Finland,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,109.65,0,1,Check-Out,2016-10-20
Resort Hotel,1,65,2017,May,18,3,3,9,2,0.0,0,Undefined,Italy,Groups,Corporate,0,0,0,A,A,0,Non Refund,0,Transient,125.0,0,0,Canceled,2017-03-21
Resort Hotel,0,8,2017,February,5,4,0,1,2,1.0,0,BB,Spain,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,40.5,0,0,Check-Out,2017-02-05
City Hotel,0,128,2016,June,27,30,0,2,2,0.0,0,SC,Portugal,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient,65.83,0,1,Check-Out,2016-07-02
Resort Hotel,0,56,2017,January,3,19,2,5,2,0.0,0,BB,Ireland,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,44.0,0,1,Check-Out,2017-01-26
Resort Hotel,0,30,2016,December,51,16,0,2,1,0.0,0,BB,France,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,0,Transient,59.0,1,1,Check-Out,2016-12-18
City Hotel,1,443,2016,October,41,7,0,2,2,0.0,0,BB,Germany,Groups,TA/TO,0,0,0,A,A,0,Non Refund,391,Transient,65.0,0,0,Canceled,2016-09-20
City Hotel,1,130,2016,April,16,13,0,4,2,0.0,0,BB,Germany,Groups,TA/TO,0,1,0,A,A,0,Non Refund,10,Transient,100.0,0,0,Canceled,2015-12-15
Resort Hotel,0,6,2016,March,14,30,0,1,2,0.0,0,BB,Spain,Corporate,Corporate,0,0,0,A,E,0,No Deposit,0,Transient-Party,50.0,0,0,Check-Out,2016-03-31
City Hotel,1,317,2016,September,37,9,1,2,2,0.0,0,BB,France,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,56,Transient,90.0,0,0,Canceled,2015-12-23
City Hotel,0,112,2016,August,35,24,0,4,2,0.0,0,BB,United States,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,92.65,0,2,Check-Out,2016-08-28
City Hotel,1,137,2017,August,35,27,2,5,2,0.0,0,BB,France,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,114.69,0,0,Canceled,2017-08-07
City Hotel,0,82,2016,October,43,16,2,4,2,0.0,0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,80.75,0,0,Check-Out,2016-10-22
City Hotel,1,51,2016,May,22,27,0,1,2,0.0,0,BB,Germany,Online TA,TA/TO,0,0,0,D,D,4,No Deposit,0,Transient,158.0,0,0,Canceled,2016-05-10
Resort Hotel,0,9,2017,February,8,22,0,2,1,0.0,0,BB,Portugal,Corporate,Corporate,1,0,1,A,A,0,No Deposit,0,Transient,35.0,0,0,Check-Out,2017-02-24
Resort Hotel,0,148,2016,January,1,2,2,1,2,0.0,0,HB,Italy,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,106.33,1,3,Check-Out,2016-01-05
City Hotel,0,21,2016,September,37,7,0,1,2,0.0,0,SC,United Kingdom,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,118.0,0,1,Check-Out,2016-09-08
City Hotel,0,25,2016,May,20,10,0,3,1,0.0,0,SC,Portugal,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,129.0,0,0,Check-Out,2016-05-13
City Hotel,0,13,2017,June,23,5,1,1,1,0.0,0,BB,Denmark,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,140.0,0,1,Check-Out,2017-06-07
City Hotel,1,86,2016,January,4,22,0,1,2,0.0,0,BB,Germany,Groups,TA/TO,0,1,0,A,A,0,Non Refund,35,Transient,85.0,0,0,Canceled,2015-12-02
City Hotel,1,137,2016,January,5,27,0,2,1,0.0,0,BB,Portugal,Groups,TA/TO,0,1,0,A,A,0,Non Refund,45,Transient,70.0,0,0,Canceled,2015-10-27
Resort Hotel,0,21,2017,April,14,5,2,5,2,1.0,0,HB,Italy,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,137.89,1,0,Check-Out,2017-04-12
Resort Hotel,0,106,2017,May,19,7,2,5,1,0.0,0,BB,Portugal,Offline TA/TO,Direct,1,0,1,A,A,0,No Deposit,0,Contract,34.2,0,0,Check-Out,2017-05-14
City Hotel,1,95,2016,May,23,29,2,0,2,0.0,0,BB,France,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,65.0,0,0,Canceled,2016-05-25
City Hotel,1,34,2017,February,6,10,2,5,2,0.0,0,BB,United Kingdom,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,85.24,0,0,Canceled,2017-01-14
City Hotel,0,12,2016,May,22,25,0,1,2,0.0,0,SC,Italy,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,0,Transient,79.2,0,0,Check-Out,2016-05-26
City Hotel,0,72,2016,March,14,31,0,3,2,0.0,0,BB,Netherlands,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,67.22,0,1,Check-Out,2016-04-03
City Hotel,1,68,2016,April,16,10,2,0,2,0.0,0,BB,Ireland,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,118.8,0,0,Canceled,2016-03-19
Resort Hotel,0,1,2017,January,3,17,0,2,1,0.0,0,BB,Portugal,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,66.0,0,0,Check-Out,2017-01-19
City Hotel,0,316,2016,May,22,26,0,3,2,0.0,0,BB,Austria,Groups,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,110.0,0,0,Check-Out,2016-05-29
City Hotel,0,12,2017,March,9,4,1,1,2,0.0,0,BB,Ireland,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,118.0,0,0,Check-Out,2017-03-06
City Hotel,1,277,2016,November,46,7,1,2,2,0.0,0,BB,Portugal,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,100.0,0,0,Canceled,2016-04-04
City Hotel,0,35,2015,October,44,26,1,1,2,0.0,0,BB,Portugal,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,76.5,0,1,Check-Out,2015-10-28
Resort Hotel,1,20,2015,November,48,23,1,2,2,0.0,0,BB,Germany,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,58.0,0,0,Canceled,2015-11-11
Resort Hotel,0,5,2017,April,16,18,0,1,1,0.0,0,BB,United Kingdom,Complementary,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,0.0,0,2,Check-Out,2017-04-19
Resort Hotel,0,2,2015,December,52,26,0,1,2,0.0,0,BB,Portugal,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,55.0,0,2,Check-Out,2015-12-27
City Hotel,1,457,2016,October,43,21,0,2,2,0.0,0,BB,France,Groups,TA/TO,0,0,0,A,A,0,Non Refund,391,Transient,65.0,0,0,Canceled,2016-09-20
Resort Hotel,1,236,2016,May,20,12,1,3,2,0.0,0,BB,Italy,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,48.0,0,0,Canceled,2015-09-28
Resort Hotel,1,270,2017,July,29,22,2,5,2,0.0,0,BB,Spain,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,138.38,0,1,Canceled,2017-03-21
City Hotel,0,31,2017,June,23,9,1,2,2,0.0,0,SC,Austria,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,89.0,0,0,Check-Out,2017-06-12
City Hotel,1,188,2016,June,25,15,0,2,1,0.0,0,BB,Italy,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,39,Transient,130.0,0,0,Canceled,2016-01-18
City Hotel,1,0,2017,January,2,10,0,1,1,0.0,0,BB,Germany,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,79.5,0,0,Canceled,2017-01-10
City Hotel,0,2,2016,July,31,24,2,0,1,0.0,0,BB,Italy,Corporate,Corporate,1,3,39,A,A,2,No Deposit,0,Transient-Party,65.0,0,0,Check-Out,2016-07-26
City Hotel,0,12,2016,April,15,8,0,1,1,0.0,0,BB,Ireland,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,101.0,0,0,Check-Out,2016-04-09
City Hotel,1,236,2017,April,14,7,1,2,2,0.0,0,BB,United Kingdom,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,109.8,0,3,Canceled,2017-04-04
City Hotel,0,189,2016,May,20,12,1,3,2,0.0,0,BB,United Kingdom,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,90.1,0,0,Check-Out,2016-05-16
Resort Hotel,0,0,2016,December,53,30,0,0,2,0.0,0,BB,Italy,Direct,Direct,1,0,0,A,A,1,No Deposit,0,Transient,0.0,0,1,Check-Out,2016-12-30
City Hotel,1,342,2015,September,39,24,2,4,2,0.0,0,BB,United Kingdom,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,262,2015,July,28,6,1,1,2,0.0,0,BB,Portugal,Groups,TA/TO,0,1,0,A,A,0,No Deposit,0,Contract,62.0,0,0,Canceled,2015-01-01
City Hotel,1,65,2016,October,44,28,0,1,2,0.0,0,SC,Germany,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,80.1,0,2,Canceled,2016-10-26
City Hotel,0,40,2015,October,44,31,2,1,2,0.0,0,BB,Portugal,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,65.0,0,0,Check-Out,2015-11-03
City Hotel,1,4,2016,January,3,13,0,1,2,0.0,0,SC,Portugal,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,77.0,0,0,No-Show,2016-01-13
City Hotel,1,278,2017,March,12,25,2,1,2,0.0,0,BB,Spain,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,90.0,0,0,Canceled,2017-02-13
City Hotel,0,0,2015,December,52,21,1,0,1,0.0,0,BB,Portugal,Corporate,Corporate,1,0,3,A,A,0,No Deposit,0,Transient,75.0,0,0,Check-Out,2015-12-22
Resort Hotel,0,37,2016,January,2,3,2,3,2,0.0,0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,26.0,0,0,Check-Out,2016-01-08
Resort Hotel,0,44,2015,July,30,20,1,3,2,0.0,0,HB,CN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,115.85,0,0,Check-Out,2015-07-24
City Hotel,1,188,2016,June,25,15,0,2,1,0.0,0,BB,Italy,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,39,Transient,130.0,0,0,Canceled,2016-01-18
City Hotel,1,105,2017,August,33,13,2,2,2,0.0,0,SC,Italy,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,125.0,0,0,Canceled,2017-06-24
Resort Hotel,0,0,2016,November,47,15,0,1,2,0.0,0,BB,Ireland,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,79.0,1,0,Check-Out,2016-11-16
City Hotel,0,11,2016,November,45,1,1,5,2,0.0,0,BB,United States,Corporate,Corporate,0,0,0,C,C,0,No Deposit,0,Transient,110.0,0,1,Check-Out,2016-11-07
Resort Hotel,0,126,2017,May,22,29,2,5,2,2.0,0,HB,Portugal,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,0,Transient,179.94,0,0,Check-Out,2017-06-05
City Hotel,0,19,2016,April,15,4,1,2,2,0.0,0,BB,United Kingdom,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,101.27,0,1,Check-Out,2016-04-07
Resort Hotel,0,285,2016,September,39,20,2,5,2,0.0,0,BB,Ireland,Groups,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,66.0,0,2,Check-Out,2016-09-27
Resort Hotel,0,4,2016,August,34,16,0,2,2,0.0,0,BB,France,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,145.2,0,1,Check-Out,2016-08-18
City Hotel,0,39,2017,June,24,16,1,2,2,0.0,0,BB,United Kingdom,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,153.0,0,0,Check-Out,2017-06-19
City Hotel,1,23,2016,May,19,7,2,2,2,2.0,0,BB,China,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,198.9,0,0,Canceled,2016-04-29
Resort Hotel,0,207,2017,July,29,18,1,5,2,0.0,0,FB,Germany,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,155.7,0,0,Check-Out,2017-07-24
City Hotel,0,6,2016,April,18,24,1,0,3,0.0,0,BB,Germany,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,146.0,1,2,Check-Out,2016-04-25
Resort Hotel,0,95,2015,July,28,6,1,2,2,0.0,0,BB,Greece,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,97.0,0,1,Check-Out,2015-07-09
Resort Hotel,1,36,2016,March,14,29,1,5,2,0.0,0,BB,Spain,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,0,Transient,73.0,0,1,Canceled,2016-03-29
City Hotel,0,0,2016,August,35,21,1,0,2,1.0,0,SC,Spain,Direct,Direct,0,0,0,A,C,1,No Deposit,0,Transient,152.0,0,0,Check-Out,2016-08-22
City Hotel,0,23,2017,February,5,2,2,3,2,0.0,0,BB,United Kingdom,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,72.08,0,0,Check-Out,2017-02-07
Resort Hotel,0,1,2017,January,2,12,0,1,2,0.0,0,BB,Italy,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,34.0,0,0,Check-Out,2017-01-13
City Hotel,1,36,2016,March,11,11,1,2,3,0.0,0,BB,Spain,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,114.3,0,1,Canceled,2016-02-16
City Hotel,0,3,2016,June,26,23,0,1,1,0.0,0,BB,Serbia,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,95.0,0,0,Check-Out,2016-06-24
City Hotel,0,316,2016,May,22,26,0,3,2,0.0,0,BB,Austria,Groups,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient-Party,110.0,0,0,Check-Out,2016-05-29
Resort Hotel,0,153,2017,April,16,19,0,4,2,0.0,0,HB,Spain,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,65.87,1,1,Check-Out,2017-04-23
City Hotel,0,1,2016,April,16,16,2,2,2,0.0,0,SC,Israel,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,89.0,0,1,Check-Out,2016-04-20
City Hotel,0,132,2015,July,30,23,0,1,2,0.0,0,HB,United Kingdom,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,90.0,0,0,Check-Out,2015-07-24
City Hotel,0,74,2015,September,38,18,0,2,2,0.0,0,HB,United Kingdom,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,109.0,0,0,Check-Out,2015-09-20
Resort Hotel,0,15,2016,June,24,10,1,2,2,0.0,0,BB,Ireland,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,105.2,0,0,Check-Out,2016-06-13
City Hotel,0,61,2015,December,53,28,1,3,2,0.0,0,SC,Poland,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,92.5,0,1,Check-Out,2016-01-01
City Hotel,1,194,2016,July,28,9,2,1,2,0.0,0,BB,Netherlands,Online TA,TA/TO,0,0,0,B,B,4,No Deposit,0,Transient,86.62,0,0,Canceled,2015-12-29
City Hotel,0,41,2016,March,12,13,2,1,2,0.0,0,BB,Poland,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85.67,0,0,Check-Out,2016-03-16
City Hotel,0,43,2015,October,42,13,0,1,2,0.0,0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85.0,0,0,Check-Out,2015-10-14
City Hotel,1,21,2015,September,40,29,0,4,2,0.0,0,BB,Portugal,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,133.5,0,0,Canceled,2015-09-09
City Hotel,0,51,2017,February,5,4,2,1,2,0.0,0,BB,Spain,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,95.4,0,1,Check-Out,2017-02-07
Resort Hotel,0,131,2017,June,23,6,0,5,2,0.0,0,HB,Germany,Online TA,TA/TO,1,0,1,D,D,0,No Deposit,0,Transient,171.0,1,2,Check-Out,2017-06-11
Resort Hotel,1,105,2016,June,27,26,2,5,2,0.0,0,BB,Netherlands,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,143.57,0,0,Canceled,2016-03-22
Resort Hotel,0,255,2017,May,20,17,2,5,2,0.0,0,BB,Ireland,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,83.0,0,1,Check-Out,2017-05-24
Resort Hotel,0,265,2016,September,36,2,2,5,2,0.0,0,HB,Lithuania,Offline TA/TO,TA/TO,0,0,0,A,I,0,No Deposit,0,Transient,100.0,0,0,Check-Out,2016-09-02
City Hotel,0,28,2017,June,23,4,2,1,3,0.0,0,BB,France,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,203.33,0,1,Check-Out,2017-06-07
City Hotel,0,90,2016,May,19,1,2,0,2,0.0,0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,80.75,0,0,Check-Out,2016-05-03
Resort Hotel,1,145,2015,October,43,21,1,4,2,0.0,0,BB,Spain,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,66.0,0,0,Canceled,2015-08-20
Resort Hotel,1,303,2016,September,36,1,3,8,2,0.0,0,BB,Portugal,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,81.0,0,0,Canceled,2016-02-27
Resort Hotel,0,18,2016,March,12,18,0,2,1,0.0,0,BB,France,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,43.0,0,1,Check-Out,2016-03-20
City Hotel,0,20,2017,March,11,13,1,1,1,0.0,0,BB,Italy,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,178.0,0,0,Check-Out,2017-03-15
City Hotel,0,25,2016,October,43,20,0,3,2,0.0,0,SC,Switzerland,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,119.0,0,1,Check-Out,2016-10-23
City Hotel,0,190,2016,August,33,10,2,5,2,2.0,0,BB,Germany,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,117.51,0,2,Check-Out,2016-08-17
City Hotel,0,92,2016,July,30,17,2,2,3,0.0,0,BB,Portugal,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,137.7,0,0,Check-Out,2016-07-21
Resort Hotel,0,162,2016,March,13,24,0,3,2,0.0,0,Undefined,France,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,84.0,0,0,Check-Out,2016-03-27
City Hotel,0,182,2016,September,40,30,0,2,2,0.0,0,BB,Germany,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,117.9,0,2,Check-Out,2016-10-02
City Hotel,0,1,2016,January,4,22,0,1,1,0.0,0,BB,Germany,Complementary,Corporate,1,0,14,D,D,0,No Deposit,0,Transient,0.0,0,2,Check-Out,2016-01-23
City Hotel,0,3,2015,September,38,17,0,1,1,0.0,0,BB,France,Complementary,Direct,0,0,0,A,F,0,No Deposit,0,Transient,0.0,0,0,Check-Out,2015-09-18
City Hotel,1,226,2017,July,28,9,2,1,2,0.0,0,BB,Portugal,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,110.0,0,0,Canceled,2016-11-25
Resort Hotel,0,50,2016,November,46,8,2,5,2,0.0,0,BB,Belgium,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,0,Transient,46.8,0,4,Check-Out,2016-11-15
City Hotel,0,67,2017,April,15,14,2,2,2,0.0,0,BB,Ireland,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,166.5,0,2,Check-Out,2017-04-18
Resort Hotel,0,198,2016,July,28,4,4,10,2,0.0,0,HB,Poland,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,128.35,0,1,Check-Out,2016-07-04
City Hotel,1,587,2017,February,7,16,0,2,2,0.0,0,BB,Portugal,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,62.0,0,0,Canceled,2015-10-21
Resort Hotel,0,241,2017,March,12,21,2,5,2,0.0,0,BB,United Kingdom,Groups,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient-Party,41.6,0,0,Check-Out,2017-03-28
Resort Hotel,0,100,2016,April,17,23,2,5,2,0.0,0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,37.4,0,1,Check-Out,2016-04-30
City Hotel,1,104,2017,May,20,15,1,2,1,0.0,0,BB,Italy,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,160.0,0,0,Canceled,2017-01-31
City Hotel,0,48,2015,September,37,11,0,1,1,0.0,0,HB,United Kingdom,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,48,Transient-Party,80.0,0,0,Check-Out,2015-09-12
Resort Hotel,1,468,2016,May,20,12,0,2,2,0.0,0,HB,Spain,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,67.0,0,0,Canceled,2016-03-04
City Hotel,1,177,2016,May,20,8,2,0,2,0.0,0,HB,Spain,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,121.0,0,0,Canceled,2016-01-07
City Hotel,1,89,2015,September,40,27,1,0,1,0.0,0,BB,Italy,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,170.0,0,0,Canceled,2015-09-09
Resort Hotel,0,16,2015,December,49,3,0,3,2,0.0,0,BB,United Kingdom,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,46.4,0,1,Check-Out,2015-12-06
City Hotel,0,33,2016,September,37,10,1,1,3,0.0,0,BB,Germany,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,120.6,0,0,Check-Out,2016-09-12
City Hotel,1,47,2017,March,12,20,1,2,2,0.0,0,SC,France,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,79.2,0,0,Canceled,2017-02-06
City Hotel,0,12,2015,September,36,1,0,3,2,1.0,0,BB,Spain,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,0,Contract,98.5,0,1,Check-Out,2015-09-04
City Hotel,0,405,2017,July,27,4,0,2,2,0.0,0,HB,France,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,114.4,0,0,Check-Out,2017-07-06
City Hotel,0,21,2015,December,51,18,2,2,2,0.0,0,SC,Portugal,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,60.0,0,0,Check-Out,2015-12-22
City Hotel,0,153,2017,August,32,7,1,3,2,0.0,0,BB,Portugal,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,80.1,0,3,Check-Out,2017-08-11
Resort Hotel,1,7,2016,May,20,9,1,2,3,1.0,0,BB,United Kingdom,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,0,Transient,144.0,0,0,Canceled,2016-05-06
City Hotel,1,272,2015,July,29,16,0,2,2,0.0,0,BB,United Kingdom,Groups,TA/TO,1,1,0,A,A,0,No Deposit,0,Transient-Party,62.8,0,0,Canceled,2014-10-17
City Hotel,1,152,2017,April,16,22,2,2,2,0.0,0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,105.0,0,0,Canceled,2016-11-21
City Hotel,0,221,2015,October,42,17,2,1,2,0.0,0,BB,Italy,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,65.0,0,0,Check-Out,2015-10-20
City Hotel,0,153,2016,June,24,7,2,6,2,0.0,0,BB,Norway,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,111.78,0,0,Check-Out,2016-06-15
Resort Hotel,1,102,2017,March,13,26,2,1,1,0.0,0,BB,Spain,Groups,Corporate,0,0,0,A,A,0,Non Refund,0,Transient,39.33,0,0,Canceled,2016-12-23
